ID, Wiek
2997,4
2998,51
2999,35
3000,12
3001,56
3002,54
3003,54
3004,36
3005,26
3006,48
3007,29
3008,52
3009,45
3010,28
3011,70
3012,17
3013,44
3014,19
3015,49
3016,26
3017,53
3018,26
3019,66
3020,51
3021,57
3022,52
3023,50
3024,20
3025,37
3026,1
3027,33
3028,18
3029,47
3030,31
3031,0
3032,47
3033,26
3034,41
3035,18
3036,55
3037,25
3038,45
3039,56
3040,29
3041,0
3042,50
3043,60
3044,44
3045,66
3046,8
3047,40
3048,57
3049,62
3050,28
3051,45
3052,56
3053,45
3054,22
3055,54
3056,20
3057,41
3058,71
3059,53
3060,58
3061,66
3062,23
3063,17
3064,66
3065,51
3066,50
3067,67
3068,68
3069,54
3070,61
3071,59
3072,37
3073,39
3074,64
3075,46
3076,48
3077,12
3078,93
3079,83
3080,11
3081,48
3082,81
3083,47
3084,55
3085,39
3086,38
3087,29
3088,36
3089,53
3090,25
3091,61
3092,52
3093,54
3094,24
3095,44
3096,49
3097,48
3098,50
3099,22
3100,44
3101,37
3102,60
3103,16
3104,51
3105,20
3106,28
3107,12
3108,42
3109,67
3110,16
3111,51
3112,31
3113,61
3114,65
3115,23
3116,53
3117,51
3118,31
3119,53
3120,36
3121,46
3122,46
3123,48
3124,33
3125,79
3126,72
3127,65
3128,57
3129,56
3130,42
3131,46
3132,75
3133,0
3134,70
3135,46
3136,34
3137,58
3138,54
3139,49
3140,40
3141,63
3142,8
3143,32
3144,23
3145,45
3146,31
3147,39
3148,31
3149,8
3150,12
3151,36
3152,24
3153,64
3154,36
3155,43
3156,61
3157,27
3158,54
3159,32
3160,64
3161,43
3162,0
3163,41
3164,61
3165,91
3166,31
3167,20
3168,32
3169,20
3170,38
3171,0
3172,90
3173,64
3174,9
