Seria 1, Seria 2, Seria 3, Seria 4
2.442613184305893625e+01,3.148958894273979325e+01,2.782908985790735201e+01,3.421222876016617676e+01
1.102282720247029246e+01,1.753222425869347134e+01,3.008964935856081624e+01,3.151880899266575753e+01
2.201642327581833669e+01,2.554120288109202619e+01,2.398604862176421904e+01,2.247272436389963346e+01
2.429953566188629210e+01,1.914117645231928577e+01,3.073934564802669200e+01,1.083902795016086529e+01
2.283657756327101396e+01,1.744360933404898617e+01,2.528627615108219828e+01,3.349701831095142524e+01
5.760939252845681535e-01,1.641747223513650766e+01,2.704286132713098212e+01,4.147888327591068247e+01
2.399597064431867111e+01,3.368628791396189115e+01,2.796995749433549960e+01,1.453777675130459812e+01
2.217427381931233565e+00,2.635229605240945006e+01,2.810323535558173091e+01,2.354273119716895124e+01
1.391175017989908724e+01,2.098289059576874394e+01,2.602223843380628310e+01,2.335744934816206353e+01
1.256148301092009589e+01,2.145094687425160629e+01,2.536262540789638109e+01,3.490292393570261709e+01
2.367331685191281920e+01,2.026140113026541911e+01,2.695602725706458003e+01,4.199865868823741266e+01
9.510079274538380645e+00,2.369016825319772224e+01,2.732474221508661216e+01,4.012610814933665893e+01
1.022287487899693836e+01,3.312107154049968472e+01,2.713644966822797855e+01,4.432143651972982923e+01
1.665342937931518819e+01,2.722948382851275539e+01,2.415378062968737538e+01,2.493969868609560336e+01
3.084919014652426128e+00,2.317346759025909364e+01,2.650010558325525167e+01,2.820663049654056564e+01
1.877256977880018596e+01,2.208712174051926524e+01,2.794726775136944141e+01,2.471728774539597140e+01
2.036857050986938589e+01,2.740818544348485375e+01,2.917719756118615848e+01,2.243537209663509913e+01
6.157534348489557274e+00,2.397659038522350272e+01,2.675894128193833765e+01,3.039434669664880317e+01
2.066833060347779849e+01,2.292693578498710494e+01,2.789993988451801243e+01,3.428312783938920916e+01
1.535442545076298737e+00,2.709478514107096814e+01,2.620128982617665869e+01,3.306471953202076719e+01
9.566296782996635883e+00,2.311072543240383936e+01,2.720473786441786146e+01,1.953636645909070069e+01
1.638635857098735826e+00,3.046315415600512111e+01,2.786434027990949858e+01,3.842637630334150600e+01
3.685004240382871998e-01,1.894895489658813403e+01,2.737242507452032569e+01,3.145843224602267796e+01
3.379559088337613648e+00,2.891062270617524987e+01,2.657213468686721569e+01,4.069941780790783525e+01
7.485303837830195484e+00,1.880293830727791260e+01,2.625560559233480262e+01,3.940586143133013763e+01
3.906205778122679106e+00,2.160853649140988608e+01,2.793254449290348518e+01,3.107521921561962230e+01
1.754794263314183311e+01,1.929248531700502056e+01,2.644510828344332865e+01,2.524705301200334162e+01
4.373317013051611468e+00,2.708276105677404999e+01,2.949312899425228807e+01,3.711590527155363617e+01
1.438877839554496774e+01,2.872495841786486181e+01,2.665833964711231019e+01,3.339454601028779734e+01
1.775479092392025393e+01,2.750238815308826190e+01,2.384549946435777912e+01,3.650231464944613435e+01
1.018300919114795455e+01,2.668745178855974487e+01,2.609194946652693403e+01,2.520041685711236568e+01
2.327103465336187327e+01,1.588846938309359125e+01,2.647506709076344222e+01,4.480960577831460512e+01
3.714791075103734741e+00,2.619738994774514396e+01,2.907660051605379792e+01,3.982542566276497809e+01
1.695965187287848508e+00,1.531747020249704150e+01,2.643531504906278684e+01,3.598442855126469198e+01
9.009800913135626033e+00,1.942284189852452769e+01,2.815215001906280179e+01,4.748190799090939151e+01
2.014736060657383021e+01,2.880104796378552479e+01,2.677752287004643961e+01,2.700050555989680845e+01
1.638776624552437511e+01,2.398188110733032730e+01,3.055871800939195637e+01,3.933176251342494112e+01
1.537792065150677345e+01,3.533355423182025845e+01,2.515484621362719864e+01,3.406528185071862680e+01
2.170062784180365689e+00,9.796999483240467654e+00,2.563155092337959573e+01,2.047768615214351939e+01
6.375306581741757128e+00,1.378381008338031322e+01,2.635351409465819827e+01,3.125041630585921837e+01
1.032692387958281444e+01,3.185138946446647878e+01,2.484328322269183431e+01,2.533078877605665724e+01
4.552586956222065773e+00,2.652236111553963838e+01,2.839785479828715964e+01,2.294604695281743290e+01
1.527850228332795268e+01,2.215903015764649808e+01,2.557599450774514693e+01,2.494222096160572022e+01
2.309351314227071583e+01,1.669728784026377610e+01,2.916695260657585465e+01,2.362889999124285367e+01
8.300587946018191943e+00,2.275647408739173727e+01,2.637133141427530703e+01,3.467551222096366814e+01
1.232307453105984152e+01,2.263276956996798006e+01,2.747986224985871573e+01,3.201793434671490246e+01
5.662022257419907945e+00,2.822723177630522073e+01,2.822007519083622995e+01,2.987218299155273371e+01
1.326337537609717510e+00,2.371042889919698027e+01,2.802963192185911367e+01,3.738096413951397778e+01
1.381081650436735409e+01,1.845053183200148794e+01,2.802138006670045911e+01,2.246477330427618568e+01
1.896752699903510475e+01,2.538223938145957348e+01,2.793436106192695334e+01,2.959676856595158512e+01
2.210128021052735292e+01,1.501075173568635535e+01,2.792347217483555966e+01,4.163198865648988090e+01
2.367774723598663655e+01,2.212341160069993862e+01,2.598703245593032563e+01,4.036951252544598390e+01
1.552575619723894818e+01,2.365186280426523169e+01,2.623645454291428791e+01,4.955638016453461603e+01
2.018965266457621865e+01,2.650647837521201566e+01,2.650327547785691351e+01,3.169131985324670353e+01
1.194287500720853679e+01,2.086454699720596651e+01,2.653662703496601338e+01,4.134529964296417148e+01
2.378481799864285406e+01,1.797445902629481651e+01,2.999573842526837097e+01,4.124298596204258160e+01
5.574547747911687168e+00,2.180375430350851218e+01,2.714520683635420539e+01,2.448129205958390031e+01
1.704957537538261292e+01,3.354362833431297020e+01,2.517636528442690391e+01,3.664854305560704972e+01
1.495158846100532735e+01,1.280010666058997693e+01,2.598065287430214454e+01,4.228166963077178764e+01
2.275312977603902809e+01,1.314789696072771541e+01,2.507363960140533621e+01,5.165727650415932004e+01
2.128023806853303057e+01,2.669087911829312176e+01,2.892635847149696104e+01,3.686676250029815094e+01
2.284659039577090311e+01,2.748532250185862225e+01,2.662999956937344948e+01,5.243367855175832659e+01
1.100894353206015808e+01,2.613960862784408334e+01,2.779311899747166592e+01,3.663510323441980177e+01
2.473122951021687754e+01,1.845707367298551560e+01,2.331132998866116424e+01,2.829285635796592402e+01
1.388302533030805197e+00,1.690538157590504653e+01,2.690953732370773110e+01,4.518658816829506719e+01
2.174305680633498028e+01,3.337551996304625845e+01,2.291719899978377128e+01,2.494823525450229695e+01
3.207976982354671103e-01,2.063735972698653853e+01,2.779149345342301203e+01,2.497861430548261552e+01
3.305189237851252848e+00,2.336596268581102009e+01,2.798881942636839071e+01,2.014029395540028844e+01
5.357244067222910466e+00,1.599231128666551704e+01,2.557767328071637536e+01,2.843967608218978427e+01
4.408864392661540954e+00,3.969465909215472266e+01,2.746814557745006269e+01,2.734077924400273929e+01
1.097392172686831557e+01,1.659830989663469936e+01,2.563283698507187225e+01,3.927665835398039462e+01
2.471058336957394985e+01,2.224413181554428220e+01,2.831354259834307996e+01,3.980140680324807789e+01
1.416188087021897068e+01,2.353113144011545899e+01,2.555137190073507725e+01,2.587086536312573770e+01
8.776946488442908034e+00,1.640937745745261012e+01,2.683312124617620142e+01,4.097929889297090256e+01
9.900775273247647945e+00,2.070848078464651820e+01,2.704032654941108405e+01,3.101845818708877545e+01
1.831356059224220090e+01,2.624110419277042539e+01,2.697085514470267498e+01,4.046461869250066457e+01
9.581384888491593088e+00,2.374169991502733623e+01,2.852794186251895425e+01,3.051637254258871579e+01
1.517516662937387117e+01,2.736574096406164003e+01,2.686557161866176813e+01,2.533736587813516650e+01
1.579346258351830912e+01,2.451403096647690205e+01,2.506462657780448922e+01,5.752981266595441667e+01
3.582749855578359899e+00,2.550023929550508228e+01,2.457336573665174129e+01,1.880031857092784264e+01
1.099677973781962237e+01,2.689262825732082263e+01,2.677190983699803084e+01,2.966524481146821657e+01
4.774457283991345946e+00,2.391894408369251579e+01,2.441317392242614659e+01,3.332167308549231421e+01
8.422072459630580710e+00,2.624397263605729336e+01,2.598092652812917436e+01,4.212671909568193485e+01
6.397071603329024470e+00,2.272099214218341601e+01,2.591187769234247895e+01,3.234241806603805003e+01
6.336710816140992186e+00,2.274394251908489650e+01,2.514217823567389942e+01,3.577836374670245334e+01
2.279223759642689728e+01,2.287533889835280121e+01,2.908033846803831324e+01,3.059034495999901182e+01
3.505559182100109972e+00,2.010001361089091887e+01,2.617314925715537299e+01,4.278646997759378934e+01
1.766459819814573251e+01,2.104378865567065660e+01,2.733699167499652205e+01,3.742629067409737331e+01
1.525647196179202325e+01,3.346966731043347920e+01,2.490236603344392208e+01,3.098157911286943644e+01
1.705699061715751697e+01,2.631384794303571084e+01,2.809608086040041997e+01,4.072305456817905167e+01
1.089285078864464218e+01,2.240251187129404897e+01,2.544061037822631732e+01,2.913873214949628476e+01
1.375668647845512460e+01,4.134231681491900190e+01,2.772031314474656583e+01,2.334697257993365582e+01
1.103564825221326728e+01,2.794810988327601109e+01,2.765071360495834796e+01,2.901180697535292907e+01
2.144929050945019355e+01,2.119053121660962447e+01,2.600266235545870330e+01,1.394012299867900850e+01
2.908225688359367123e+00,1.707785961840482258e+01,2.633025306784233166e+01,3.874482592719618168e+01
1.981275550164914989e+01,3.179547850944864962e+01,2.677011771608020396e+01,5.370171568373407922e+00
1.791211063119765612e+01,2.804552975255990077e+01,2.662000006988429845e+01,2.723313628717854229e+01
1.597863977851119444e+01,1.812781832079425470e+01,2.689625689146542342e+01,2.874729073286799519e+01
1.681323830690218202e+01,1.653174749402801780e+01,2.506463594376156223e+01,2.822087675772914039e+01
2.004401594611730175e+01,2.973506270614178248e+01,2.449161017764379977e+01,1.587063836323269328e+01
2.184768573524256574e+00,2.196709361131865990e+01,2.672602250842775007e+01,3.080967881781430151e+01
2.039216273384064237e+01,2.726621228288471599e+01,2.512317620666696882e+01,1.232438240253868500e+01
5.940232277625945301e+00,3.341109191717519877e+01,2.555304389490499517e+01,2.787437779933770798e+01
1.091079125498672120e+01,2.259427048566750074e+01,2.445331367285666957e+01,4.257790403243498645e+01
4.193909646150656201e+00,3.545825651564531711e+01,2.551212556911153584e+01,2.212463282556331734e+01
9.760568789824336733e+00,2.338904954881851950e+01,2.788451418620105571e+01,3.838135309112621485e+01
3.173535809226829540e-01,1.500958393936873669e+01,2.443035850311746771e+01,2.311301832249772659e+01
1.568394224848906404e+01,3.128053929699014901e+01,2.923352021335292861e+01,4.119542612728727704e+01
2.442318989584317990e+01,2.252143727191968736e+01,2.816543325628464700e+01,3.350135742440353681e+01
9.735723319314370627e+00,1.102863130577937589e+01,2.698104332704780717e+01,3.006191022032210114e+01
1.731211294099646025e+01,2.448459934458551501e+01,2.784699338770885291e+01,3.488823869936528865e+01
4.616284876349608268e+00,1.641078021595413006e+01,2.854306309535572339e+01,5.196689164601452404e+01
1.100800547813855523e+01,2.097457691460221341e+01,2.739530386139904294e+01,3.968613474865702528e+01
3.990674680239433947e+00,2.675685789656482427e+01,2.608800681590074433e+01,3.940175347234715986e+01
2.497699186483081846e+01,3.338278082796880142e+01,2.646963648057549889e+01,2.813796517972940592e+01
8.149824764242902475e+00,2.097612249297171871e+01,2.623851174652787321e+01,2.710942080933264720e+01
1.503229255715149426e+00,1.975773922230109747e+01,2.706973465092132614e+01,1.934044678020482166e+01
4.012138615942303588e+00,2.361897501912732977e+01,2.775069231035369199e+01,3.225517420555320314e+01
4.863833028342289921e+00,2.166994049188750537e+01,2.619796701107543768e+01,2.694948875195582971e+01
3.778044090186940984e+00,2.687597896434747469e+01,2.695520646125813258e+01,2.195586551277322940e+01
7.879545718076974126e+00,2.549512442192020956e+01,2.383726220037936372e+01,2.648250284629736129e+01
1.337147111925634846e+01,1.839432443660641070e+01,2.656975556394333182e+01,4.960701348011002665e+01
5.751005034751435652e+00,2.531576516181204894e+01,2.735992834093245563e+01,2.583036457769050998e+01
3.082289121585349179e+00,1.999545225912495283e+01,2.890239557680223115e+01,3.294794932722727765e+01
2.219422103680437530e+01,3.064868611217458749e+01,2.598606705611056711e+01,3.321048977452012707e+01
1.014170509645060747e+01,2.146470495961254699e+01,2.640057017238438775e+01,2.777644456417380781e+01
1.994045199450008354e+01,1.731143180746774135e+01,2.865721939190926904e+01,3.781326218445256160e+01
1.480946265852936250e+01,3.768431614820711673e+01,2.475771600402651629e+01,2.948741725094236443e+01
2.654414749998779133e+00,1.922224571541653759e+01,2.714810754893454003e+01,2.625973147406455865e+01
2.312533561193792409e+01,2.176412745963760642e+01,2.708073548269529240e+01,2.369133314352456310e+01
2.345146156946629645e+01,2.042706438593832274e+01,2.595954626169734070e+01,3.756306872565496491e+01
3.419011123005555319e+00,2.112866578515932403e+01,2.656400975478644355e+01,3.025440889415068213e+01
1.634319593319056452e+01,2.043804369427406442e+01,2.761763808456960945e+01,3.495765174646915341e+01
1.151965186260492935e+01,2.495676459367332001e+01,2.761133308796019392e+01,2.342245694464681804e+01
8.891923712289706572e+00,2.241475442498779103e+01,2.709934502256636790e+01,2.222232032908900123e+01
1.387503824734807267e+01,2.509923253026071421e+01,2.946915286919730192e+01,2.864608159833368006e+01
4.679978268591423074e+00,2.365602182379008056e+01,2.831636144793079168e+01,3.871064451529254313e+01
1.934975054346027790e+01,2.863147458083335195e+01,2.718948491895644537e+01,2.466457652791125099e+01
1.490664956363513260e+00,3.163307858617454471e+01,2.922281078704715895e+01,2.516205584305871668e+01
9.825959281112577770e+00,2.417119347611811975e+01,2.796865806696185075e+01,3.291379462696068003e+01
1.951833127731190487e+01,2.293277909900144351e+01,2.843004795206929813e+01,2.937615635410342563e+01
7.666612319989662971e+00,2.400775680812489199e+01,2.672241259004676550e+01,3.018032170671800074e+01
1.314722126748346653e+00,2.300676518588383956e+01,2.470114113553404422e+01,2.872861709166955535e+01
1.395220006721026351e+01,2.722641612029014624e+01,2.724916330747522863e+01,2.062272162206396686e+01
4.645237520391340524e+00,1.953330861485114411e+01,2.537243084575383989e+01,2.367170255848967031e+01
1.429172237380720389e+01,2.280245798515958100e+01,3.027334392604383240e+01,2.896711939783982359e+01
3.898519038669173931e+00,1.872422293986521780e+01,2.799698571841041073e+01,2.773790158781342541e+01
5.777451297979904865e+00,2.386884622302780912e+01,2.734506970774956258e+01,3.348700541565558098e+01
9.723114916819893594e+00,2.341241321103090200e+01,2.673813335603043129e+01,3.330051751912610314e+01
7.638595586416652594e+00,3.026468450228701101e+01,2.804232936017058719e+01,4.201310181655141207e+01
2.380620155236909596e+01,3.083738598727206437e+01,2.750898452450491405e+01,1.949599587626951447e+01
2.237435143387849124e+01,1.169272036979844387e+01,2.543739239213012482e+01,2.513118147790250134e+01
1.742528861271699370e+01,1.873883217818459812e+01,2.994859722167593929e+01,2.986264974913574832e+01
8.730742133924321635e+00,1.938365651684770086e+01,2.585944484488767259e+01,2.214035356118772668e+01
9.514832064549638702e+00,1.969773081238787782e+01,2.678375196131027636e+01,2.469876460928734829e+01
1.114556145084779715e+01,2.423122820500702801e+01,2.580545682029038446e+01,2.589449613393862393e+01
1.629519424597710753e+01,2.971943694391364588e+01,2.578565211615966390e+01,2.990228526920944674e+01
8.291374421429505759e+00,6.369525563545934688e-01,2.644315647759248478e+01,2.639948250020762543e+01
1.213745146452411028e+01,2.580653249774147895e+01,2.731167131081099342e+01,3.339595962537208607e+01
8.579048016096699314e+00,2.424161660363796500e+01,2.628564962455223863e+01,2.290602390504047037e+01
6.240153357864553385e+00,2.795284012982851962e+01,2.736387753570589609e+01,2.208907535634728703e+01
3.442640767220508824e+00,3.158852136424445689e+01,2.847515803236028376e+01,3.620688859032774332e+01
1.424388692227021025e+01,2.649149650723918015e+01,2.702028455810259899e+01,3.276566622186975763e+01
1.488794595396694120e+01,3.252227501910458329e+01,2.739449149598989663e+01,1.899873369393686318e+01
2.133190571191162377e+01,1.862535788516087010e+01,2.775408688846382432e+01,3.200308615395241674e+01
1.301341941726862927e+01,2.057510258519294410e+01,2.647710781998886631e+01,1.519247899465604235e+01
1.158631131720151330e+01,3.705073863958485703e+01,2.629348070025677231e+01,2.924048987062971960e+01
1.423453187100357731e+01,1.491315712240596092e+01,2.474643886017141980e+01,2.603993230725555108e+01
1.617208300562630185e+01,2.528679794121560676e+01,2.311106717118617127e+01,1.228025068663127328e+01
2.177129896008512588e+01,2.263370881921322564e+01,2.488711056486975792e+01,2.287392348872342751e+01
1.825165025151140341e+01,1.380760485633022228e+01,2.383758402190731829e+01,2.800322261746911678e+01
6.150529920627442415e+00,2.511383511227397491e+01,2.712124898507747872e+01,4.862247057638527536e+01
2.298165497646997846e-01,1.703657611933700622e+01,2.934311980186563318e+01,3.759627518474607655e+01
1.459147960726614812e+01,2.092408502512593316e+01,2.560072108131946322e+01,2.883908153910337191e+01
1.071548035059174708e+01,2.090909897373925475e+01,2.818108174438828684e+01,3.677043978561882653e+01
1.581958076324782247e+01,2.339758098792475849e+01,2.843426892089259184e+01,3.113567749642324145e+01
1.932136669847767108e+00,2.018328867756591194e+01,2.653927127049368551e+01,4.131988220294496728e+01
7.578801428148701724e+00,1.985314650407916304e+01,2.809826237320787001e+01,3.154327837164098014e+01
3.156068512135459692e+00,3.314863859727542206e+01,2.548215783365331077e+01,2.157143643208893735e+01
7.382612379283981952e+00,2.229947807716858676e+01,2.783801092941522981e+01,3.648779214002420446e+01
1.400800261350193310e+01,2.312563407116687841e+01,2.765139112675457866e+01,2.069496415076696394e+01
1.296871088322730792e+01,1.311966822609284655e+01,2.954583145911641395e+01,2.714945997458476512e+01
4.692225189668358887e+00,3.069396938342577386e+01,2.775216288198369341e+01,3.898323309580551665e+01
3.354161352419732012e+00,3.180705758837259012e+01,2.619342521316947625e+01,3.742337312553688378e+01
5.384535376883498259e+00,2.114759781176164566e+01,2.528646691423186255e+01,3.205136974742345046e+01
5.341627484910755008e+00,3.244425160855374202e+01,2.984615721189416249e+01,5.271690211093700640e+01
2.152737924829763116e+01,2.621748397127450048e+01,2.697896508877412103e+01,4.842540225662705211e+01
2.279349099868008111e+01,2.392347556931697383e+01,2.578905226699023245e+01,3.657779315566990874e+01
1.252157868619640446e+01,1.308696169195366998e+01,2.776057535227963058e+01,3.290751996216356901e+01
2.233693124752173986e+01,1.333577006838205747e+01,2.552041908127627678e+01,2.527998035630574236e+01
1.291548318749519142e+00,2.422027542766800323e+01,2.844261308329766536e+01,2.294695671837539663e+01
1.833105421805844770e+01,1.937698195166895943e+01,2.439634295559861599e+01,4.023054092251634728e+01
2.432935001233718353e+01,3.211267261191537159e+01,2.488581799944072870e+01,3.581594984791281888e+01
1.046911234374151256e+01,2.745820211631184193e+01,2.699899792219351014e+01,3.406942998057490968e+01
2.108755454496518311e+01,2.333849205188505493e+01,2.582761566030591283e+01,5.121976026252561098e+01
1.678062131719740169e+00,3.138139960653409233e+01,2.498511890277422509e+01,2.092600297155874500e+01
1.571010842414020381e+01,1.864718152740211110e+01,2.818516744703459054e+01,2.498648682208461835e+01
8.875612122575828877e+00,1.892360385787197430e+01,2.706459946206597067e+01,3.165399274269114471e+01
2.287825225369734383e+01,2.203199224374662890e+01,2.862976497000023812e+01,4.571285317888598598e+01
3.345739162171312842e+00,2.862576893914780385e+01,2.729904431009148524e+01,3.254664122390358472e+01
4.167914257109544884e+00,2.041939335383364096e+01,2.452680950368391066e+01,2.232367770442779786e+01
8.021079878688475162e+00,1.822561353608517720e+01,2.829225345707718020e+01,3.787284084955933139e+01
1.877411508077907598e+01,3.250531898652594975e+01,2.668614304770476053e+01,3.838086087226062659e+01
9.684510760809544649e+00,2.141067468622869896e+01,2.563879817988883403e+01,3.606114063265727054e+01
2.579282523043757713e+00,2.571837407895359817e+01,2.872782821403466968e+01,3.839575377132550216e+01
1.014803378323272121e+01,2.124529650967911110e+01,2.795118937028926354e+01,2.354536980186726325e+01
1.174135896330522399e+01,2.795393251835906767e+01,2.653249563179959125e+01,1.374279337658292022e+01
2.076183686376457871e+01,2.557177984230115086e+01,2.737331544177522602e+01,2.678965143968085272e+01
4.243475649384798487e+00,2.586356707457227344e+01,2.621136197485355979e+01,4.704723323782696554e+01
6.378731185468375031e+00,1.961886278075484924e+01,2.539987650006686692e+01,2.934164100137871145e+01
1.411446016281353266e+01,3.341136893348812009e+01,2.699597033377332167e+01,3.136910144706692449e+01
8.655017553740254499e+00,2.788110306829429419e+01,2.668106790913958903e+01,4.243029643446696753e+01
5.733141058207774421e+00,2.582909438595570251e+01,2.555425811648875012e+01,4.046443183672347743e+01
5.201105623927807287e+00,2.139999440207782300e+01,2.560664123917543122e+01,2.858431114991248734e+01
2.096229351112003059e+01,2.628122882178038822e+01,2.807242106922120684e+01,3.587850446808712945e+01
2.442523063405779027e+01,2.264744168136693148e+01,2.636886010459032192e+01,2.651886473341617645e+01
1.610124854476161005e+01,1.948485884511068633e+01,2.867742686893958393e+01,2.697462265045231788e+01
2.198459670743096694e+01,1.795866435347680223e+01,2.616916021385649316e+01,3.785571507792290902e+01
1.125945158190676310e+01,2.764589538267225066e+01,2.880824548920233497e+01,3.610799612524675695e+01
6.506871348538279420e+00,1.396381910904835877e+01,2.790160574978838426e+01,2.231584958321969836e+01
1.024378662253544725e+01,2.975037180794227254e+01,2.484837262605464048e+01,3.273067097192382846e+01
6.357732742127813808e+00,1.635174176691806736e+01,2.846371114932906821e+01,3.803988108374696964e+01
1.627859900563144446e+00,2.240781653656436845e+01,2.551907548417184657e+01,3.454195827274288177e+01
1.413964820351162643e+01,1.262156711523964248e+01,2.785758675353486780e+01,1.836287904377832803e+01
1.422960278304393178e+01,3.004667505877453948e+01,2.600939501593310510e+01,3.637817692602842357e+01
2.154975632201420765e+01,2.800083666588263753e+01,2.766129200553586642e+01,2.867962538606449385e+01
1.963636418876870238e+01,2.573656754344246522e+01,2.688911406110829461e+01,1.841878672016225238e+01
1.541657151163206008e+00,2.992134872318315786e+01,2.666606939138039323e+01,3.132008365416087869e+01
1.083242928948031647e+01,2.243946240700107708e+01,2.618434743136678122e+01,2.722902187787708073e+01
1.686318075652296145e+01,1.890211542439459791e+01,2.907349112488883591e+01,3.427248620132145618e+01
2.029494815352629189e+01,2.609849202232588183e+01,2.548743684191958181e+01,4.703208281282719838e+01
2.255436523001053928e+01,1.983128733137869659e+01,2.909916856164985077e+01,3.889836813716517128e+01
5.264370733659845314e+00,3.488334983767728659e+01,2.585885252695934611e+01,3.432107519041795740e+01
1.971324981436298884e+01,2.608830712792872930e+01,2.643277606710367067e+01,4.092838358892868911e+01
1.158510567930282420e+01,2.074768386641015638e+01,2.533849778202148784e+01,2.439422327963054826e+01
1.119878562646746722e+01,1.854779930735024251e+01,2.600902657308816046e+01,1.388660899238561086e+01
1.857541173856396455e+01,1.403832237313776687e+01,2.696005453764439963e+01,3.208431859786263374e+01
2.139485329248254430e+01,2.090077437178145914e+01,2.839710945352337390e+01,4.296417243267985953e+01
1.630171908447416129e+01,2.787762300732738296e+01,2.927383382001708512e+01,3.759096061897209751e+01
9.644233919539521693e+00,1.863414336084673550e+01,2.308457149166261146e+01,3.573839931323795582e+01
9.041607645448201946e-01,2.598088449622069973e+01,2.669292573376858968e+01,3.289467412506736110e+01
5.025489175955041965e+00,2.631215539310610296e+01,2.422593366190576702e+01,2.630722807787478956e+01
1.893664328228955185e+01,1.394220006383785915e+01,2.863720086933582465e+01,4.452370472492078335e+01
1.685024736388721678e+01,1.713464259282180535e+01,2.734320883367738375e+01,2.869347091730381294e+01
1.975881798646092946e+01,5.338810917455010241e+00,2.723242146020821863e+01,3.732018249356539030e+01
2.106899810265838369e+01,1.904719996445830077e+01,2.690808361082205380e+01,3.144090866596603107e+01
1.088170977662769712e+00,2.011973072732800105e+01,2.783049807492904648e+01,1.805467769478725160e+01
8.298775859548662703e-01,3.533595551207882579e+01,2.813521816618851545e+01,4.666972333783559890e+01
2.659654724976398654e+00,3.350065334155973318e+01,2.765145395264803341e+01,3.146857492628136654e+01
6.710208489023797185e+00,2.464452447906290544e+01,2.659309827890717770e+01,3.481026967388533677e+01
4.951777137950716501e+00,3.057950334239308887e+01,2.589476865722517474e+01,2.019380836038652660e+01
2.377005996382590070e+01,2.371531033807818645e+01,2.781257976831180301e+01,2.297805613950880144e+01
2.094950817915738028e+01,2.367628228198385187e+01,2.914506915458341751e+01,3.826604134410520430e+01
1.842622971347443350e+00,2.983842901337260045e+01,2.671491630092418745e+01,5.038245946785469442e+01
1.879689839040188204e+01,2.335511909622653448e+01,2.710081230874990865e+01,3.151821871460956359e+01
9.363235750240031408e+00,2.827644319768406689e+01,2.763958988387408766e+01,3.529097475909963322e+01
1.703407764613033493e+01,3.101820657583102303e+01,2.401989211965308968e+01,3.393229264041466564e+01
2.531726771041670432e+00,2.731239849694338773e+01,2.652288698211390638e+01,5.228984768143543249e+01
5.518731643179175528e+00,2.707225582319231805e+01,2.743998752964567700e+01,2.323093620607897236e+01
8.750337165460022604e+00,2.517223521203339232e+01,2.791737016501156532e+01,5.532088302763013132e+01
2.470407833887817262e+01,3.127133491970035806e+01,2.669917578713913642e+01,2.705877143627191828e+01
2.133044887030435710e+00,2.412521120874691505e+01,2.768807263471715174e+01,2.627960135636487493e+01
1.522995572589061553e+01,3.091814440323720703e+01,2.672310635166274650e+01,2.928736356978846800e+01
1.517461024586491725e+01,1.144833610977548943e+01,2.712401850508880941e+01,4.094154445073856152e+01
1.160582435030212700e+01,2.013699665100148195e+01,2.945746760254549912e+01,3.422605536645149016e+01
6.630894307216320449e+00,1.714968822981290231e+01,2.533066841135596192e+01,2.110292078439570318e+01
2.440915790432537236e+01,2.255847374413472295e+01,2.874849800559562141e+01,2.757416986494291322e+01
2.493595026896814204e+01,2.060065697942646068e+01,2.472724815359629957e+01,3.162595095443867521e+01
1.948383610415147871e+01,3.284893634879304614e+01,2.748227208312190228e+01,2.377711812293691196e+01
8.249425825633771581e+00,2.279252290285853277e+01,2.761016715944804645e+01,3.642624275241489329e+01
5.386859669884058732e-01,2.218688781212277306e+01,2.707569146752062039e+01,1.869107564369593888e+01
1.365005398603899689e+00,2.510169022749794010e+01,2.872378056518876122e+01,3.203141906011838103e+01
1.682649624109042819e+01,3.535818918604106642e+01,2.873439921407219089e+01,3.818482742581833378e+01
1.756857924147442063e+01,1.375185254476142660e+01,2.592693794749726877e+01,3.897209245682370948e+01
2.148349670878860351e+01,3.048572619831326236e+01,2.513117296520503174e+01,4.431611010908682147e+01
1.912475904356589496e+01,2.725962400682481501e+01,2.922275995844044516e+01,2.907554269802336577e+01
5.739375285567252405e+00,2.658533159554009018e+01,2.285330160445936087e+01,3.692857732808080584e+01
8.421532243040823928e+00,3.503809247423322404e+01,2.665625296665924182e+01,2.251021527976633152e+01
2.524019147952494269e+00,2.666034469970435339e+01,2.943884788965019794e+01,4.803309027107472673e+01
4.894313300427699076e+00,1.990541380130700588e+01,2.773207504259578826e+01,3.523309672624327504e+01
4.777175997128901841e+00,1.328713526256785293e+01,2.568537264869877035e+01,2.762124795436167801e+01
2.272813919355213130e+01,2.188223379239346755e+01,2.803899792011977610e+01,3.488904769532191352e+01
1.837629662299870503e+01,2.252679123796676919e+01,2.836902097439450188e+01,1.734861237573329973e+01
4.583725415558554062e+00,2.070360350031793928e+01,2.686315242721605401e+01,4.094918372333983569e+01
2.405551937865627110e+01,2.291240325766966279e+01,2.715322046359007402e+01,2.294839181054748778e+01
1.861154654906340511e+01,3.035614750839958020e+01,2.731774273650846752e+01,2.702888115857309970e+01
1.987102862446139895e+01,1.849568269604654347e+01,2.788917862495998889e+01,3.244426368496358037e+01
1.504580785590324332e+01,1.853149687001798895e+01,2.474651064743665430e+01,1.668649712477828118e+01
1.334094375228600882e+01,1.406344853676313278e+01,2.787241842785631363e+01,2.793176826537846225e+01
4.242194522798669709e+00,1.447793282164154327e+01,2.717287875382562490e+01,3.601634758173602080e+01
5.251825530001108078e+00,2.161582024257384305e+01,2.789784660474951039e+01,3.632177949985269549e+01
